filename,width,height,class,xmin,ymin,xmax,ymax
1478900248129916341_jpg.rf.68a191327e8dfd6676907a839a8e6a11.jpg,512,512,truck,197,259,204,269
1478900248129916341_jpg.rf.68a191327e8dfd6676907a839a8e6a11.jpg,512,512,car,203,262,208,268
1478900248129916341_jpg.rf.68a191327e8dfd6676907a839a8e6a11.jpg,512,512,car,213,260,217,265
1478900248129916341_jpg.rf.68a191327e8dfd6676907a839a8e6a11.jpg,512,512,car,236,259,243,270
1478897343692824246_jpg.rf.6899b2c77be660151c32d50383538c58.jpg,512,512,truck,1,206,63,284
1478897343692824246_jpg.rf.6899b2c77be660151c32d50383538c58.jpg,512,512,car,36,262,83,309
1478897343692824246_jpg.rf.6899b2c77be660151c32d50383538c58.jpg,512,512,car,58,214,131,275
1478897343692824246_jpg.rf.6899b2c77be660151c32d50383538c58.jpg,512,512,truck,71,222,111,291
1478897343692824246_jpg.rf.6899b2c77be660151c32d50383538c58.jpg,512,512,car,75,238,213,399
1478897343692824246_jpg.rf.6899b2c77be660151c32d50383538c58.jpg,512,512,truck,173,211,235,314
1478897343692824246_jpg.rf.6899b2c77be660151c32d50383538c58.jpg,512,512,car,200,195,243,332
1478897343692824246_jpg.rf.6899b2c77be660151c32d50383538c58.jpg,512,512,car,246,254,271,288
1478897343692824246_jpg.rf.6899b2c77be660151c32d50383538c58.jpg,512,512,car,271,230,295,310
1478897343692824246_jpg.rf.6899b2c77be660151c32d50383538c58.jpg,512,512,car,273,237,321,302
1478897343692824246_jpg.rf.6899b2c77be660151c32d50383538c58.jpg,512,512,car,291,242,378,325
1478897343692824246_jpg.rf.6899b2c77be660151c32d50383538c58.jpg,512,512,truck,348,195,409,292
1478897343692824246_jpg.rf.6899b2c77be660151c32d50383538c58.jpg,512,512,car,362,206,407,282
1478896438769470460_jpg.rf.686b040f06e7e46d7dcc3485e4feed80.jpg,512,512,car,161,270,183,303
1478896438769470460_jpg.rf.686b040f06e7e46d7dcc3485e4feed80.jpg,512,512,car,198,266,231,314
1478020556706111955_jpg.rf.688c8a27d4c766fc269e9486b4179846.jpg,512,512,trafficLight-Red,302,39,318,92
1478020556706111955_jpg.rf.688c8a27d4c766fc269e9486b4179846.jpg,512,512,trafficLight,448,150,465,205
1478732051415253563_jpg.rf.68374f73d543d891e91bc35e85b51a06.jpg,512,512,car,1,262,28,277
1478732051415253563_jpg.rf.68374f73d543d891e91bc35e85b51a06.jpg,512,512,car,87,247,111,271
1478732051415253563_jpg.rf.68374f73d543d891e91bc35e85b51a06.jpg,512,512,car,127,251,143,268
1478732051415253563_jpg.rf.68374f73d543d891e91bc35e85b51a06.jpg,512,512,car,129,249,145,269
1478732051415253563_jpg.rf.68374f73d543d891e91bc35e85b51a06.jpg,512,512,car,204,241,226,263
1478732051415253563_jpg.rf.68374f73d543d891e91bc35e85b51a06.jpg,512,512,trafficLight-Green,213,204,222,221
1478732051415253563_jpg.rf.68374f73d543d891e91bc35e85b51a06.jpg,512,512,car,223,235,281,312
1478732051415253563_jpg.rf.68374f73d543d891e91bc35e85b51a06.jpg,512,512,trafficLight-Green,231,203,237,219
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,car,2,243,31,279
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,car,27,245,48,272
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,car,29,244,52,272
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,car,46,236,89,278
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,car,112,246,133,266
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,car,112,247,133,271
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,car,170,246,187,268
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,trafficLight-RedLeft,183,112,202,168
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,car,212,234,298,342
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,trafficLight-Green,259,108,276,156
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,car,299,233,311,257
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,car,300,234,315,255
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,truck,306,229,338,251
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,car,326,214,493,359
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,trafficLight-Green,337,127,353,177
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,trafficLight-Green,405,174,420,223
1478020848212094356_jpg.rf.688cea549c894e9bea75c1b3773a7138.jpg,512,512,car,477,232,510,265
1478899989907374870_jpg.rf.684aa8281432f9513dad8d91c54a1346.jpg,512,512,trafficLight-Red,194,162,202,194
1478899989907374870_jpg.rf.684aa8281432f9513dad8d91c54a1346.jpg,512,512,trafficLight-Red,259,227,266,247
1478899989907374870_jpg.rf.684aa8281432f9513dad8d91c54a1346.jpg,512,512,pedestrian,311,271,317,306
1478899989907374870_jpg.rf.684aa8281432f9513dad8d91c54a1346.jpg,512,512,pedestrian,355,266,362,302
1478899989907374870_jpg.rf.684aa8281432f9513dad8d91c54a1346.jpg,512,512,car,411,253,471,301
1478899989907374870_jpg.rf.684aa8281432f9513dad8d91c54a1346.jpg,512,512,car,454,228,511,300
1478732192492732302_jpg.rf.6856b7ead64a81646652b241982e725e.jpg,512,512,car,0,219,50,327
1478732192492732302_jpg.rf.6856b7ead64a81646652b241982e725e.jpg,512,512,car,49,214,148,329
1478732192492732302_jpg.rf.6856b7ead64a81646652b241982e725e.jpg,512,512,trafficLight-GreenLeft,125,159,135,184
1478732192492732302_jpg.rf.6856b7ead64a81646652b241982e725e.jpg,512,512,car,146,243,167,267
1478732192492732302_jpg.rf.6856b7ead64a81646652b241982e725e.jpg,512,512,car,147,212,349,455
1478732192492732302_jpg.rf.6856b7ead64a81646652b241982e725e.jpg,512,512,trafficLight-GreenLeft,153,160,163,186
1478732192492732302_jpg.rf.6856b7ead64a81646652b241982e725e.jpg,512,512,trafficLight-Red,224,162,234,186
1478732192492732302_jpg.rf.6856b7ead64a81646652b241982e725e.jpg,512,512,trafficLight-Red,287,197,296,220
1478732192492732302_jpg.rf.6856b7ead64a81646652b241982e725e.jpg,512,512,car,364,195,510,351
1478020898717725646_jpg.rf.68EjFVQdDWrB0SW6qVlu.jpg,512,512,car,196,234,216,259
1478020898717725646_jpg.rf.68EjFVQdDWrB0SW6qVlu.jpg,512,512,car,247,236,264,261
1478020898717725646_jpg.rf.68EjFVQdDWrB0SW6qVlu.jpg,512,512,car,265,234,285,258
1478020898717725646_jpg.rf.68EjFVQdDWrB0SW6qVlu.jpg,512,512,car,267,237,283,254
1478020898717725646_jpg.rf.68EjFVQdDWrB0SW6qVlu.jpg,512,512,car,305,233,384,309
1478899050707885254_jpg.rf.68ac3667e0dd44eb8a060e1d1619dd8e.jpg,512,512,car,14,266,33,282
1478899050707885254_jpg.rf.68ac3667e0dd44eb8a060e1d1619dd8e.jpg,512,512,car,155,245,164,262
1478899050707885254_jpg.rf.68ac3667e0dd44eb8a060e1d1619dd8e.jpg,512,512,trafficLight-Yellow,210,176,216,195
1478899050707885254_jpg.rf.68ac3667e0dd44eb8a060e1d1619dd8e.jpg,512,512,car,230,238,238,250
1478899050707885254_jpg.rf.68ac3667e0dd44eb8a060e1d1619dd8e.jpg,512,512,car,239,242,246,252
1478899050707885254_jpg.rf.68ac3667e0dd44eb8a060e1d1619dd8e.jpg,512,512,car,241,249,254,267
1478899050707885254_jpg.rf.68ac3667e0dd44eb8a060e1d1619dd8e.jpg,512,512,trafficLight-Yellow,242,177,249,198
1478899050707885254_jpg.rf.68ac3667e0dd44eb8a060e1d1619dd8e.jpg,512,512,car,254,250,281,287
1478899050707885254_jpg.rf.68ac3667e0dd44eb8a060e1d1619dd8e.jpg,512,512,trafficLight-Yellow,328,180,338,213
1478732492424962081_jpg.rf.68942f43f200a796ac083699d8301e2c.jpg,512,512,trafficLight-Green,487,52,507,120
1478732492424962081_jpg.rf.68942f43f200a796ac083699d8301e2c.jpg,512,512,car,427,203,512,285
1478732492424962081_jpg.rf.68942f43f200a796ac083699d8301e2c.jpg,512,512,car,0,259,21,297
1478732492424962081_jpg.rf.68942f43f200a796ac083699d8301e2c.jpg,512,512,trafficLight-RedLeft,18,209,27,237
1478732492424962081_jpg.rf.68942f43f200a796ac083699d8301e2c.jpg,512,512,trafficLight-RedLeft,19,209,28,237
1478732492424962081_jpg.rf.68942f43f200a796ac083699d8301e2c.jpg,512,512,car,26,262,51,287
1478732492424962081_jpg.rf.68942f43f200a796ac083699d8301e2c.jpg,512,512,car,121,242,153,279
1478732492424962081_jpg.rf.68942f43f200a796ac083699d8301e2c.jpg,512,512,trafficLight-RedLeft,127,135,137,164
1478732492424962081_jpg.rf.68942f43f200a796ac083699d8301e2c.jpg,512,512,trafficLight-Green,179,139,189,169
1478732492424962081_jpg.rf.68942f43f200a796ac083699d8301e2c.jpg,512,512,car,182,246,198,270
1478732492424962081_jpg.rf.68942f43f200a796ac083699d8301e2c.jpg,512,512,car,197,248,214,269
1478732492424962081_jpg.rf.68942f43f200a796ac083699d8301e2c.jpg,512,512,trafficLight-Green,250,190,261,215
1478732492424962081_jpg.rf.68942f43f200a796ac083699d8301e2c.jpg,512,512,car,389,212,427,257
1478897026627294725_jpg.rf.6828a4e821cbab4c2c277d74df291f00.jpg,512,512,car,140,262,161,288
1478897026627294725_jpg.rf.6828a4e821cbab4c2c277d74df291f00.jpg,512,512,car,266,231,290,327
1478897026627294725_jpg.rf.6828a4e821cbab4c2c277d74df291f00.jpg,512,512,car,271,241,288,317
1478897026627294725_jpg.rf.6828a4e821cbab4c2c277d74df291f00.jpg,512,512,car,280,220,369,341
1478897547071651260_jpg.rf.688a715485f9bb5ba06f25ae52c8037e.jpg,512,512,car,1,247,49,389
1478897547071651260_jpg.rf.688a715485f9bb5ba06f25ae52c8037e.jpg,512,512,car,177,236,261,355
1478901429557052708_jpg.rf.68a340e4e25dc7c833c451bdc838330e.jpg,512,512,car,188,249,234,306
1478898975867837103_jpg.rf.6847BekYxQ4SlhtvjlEH.jpg,512,512,truck,3,230,67,300
1478898975867837103_jpg.rf.6847BekYxQ4SlhtvjlEH.jpg,512,512,car,82,241,174,346
1478898975867837103_jpg.rf.6847BekYxQ4SlhtvjlEH.jpg,512,512,car,193,255,212,285
1478898975867837103_jpg.rf.6847BekYxQ4SlhtvjlEH.jpg,512,512,car,212,256,223,282
1478896691280304676_jpg.rf.684ca55ac5e170df8351cb768b0cdead.jpg,512,512,car,83,200,349,482
1478896691280304676_jpg.rf.684ca55ac5e170df8351cb768b0cdead.jpg,512,512,car,109,225,136,288
1478896691280304676_jpg.rf.684ca55ac5e170df8351cb768b0cdead.jpg,512,512,car,109,209,144,313
1478896691280304676_jpg.rf.684ca55ac5e170df8351cb768b0cdead.jpg,512,512,trafficLight-Red,380,112,393,154
1478896691280304676_jpg.rf.684ca55ac5e170df8351cb768b0cdead.jpg,512,512,trafficLight-Red,444,177,458,214
1478896691280304676_jpg.rf.684ca55ac5e170df8351cb768b0cdead.jpg,512,512,car,490,272,511,424
1478020650710690845_jpg.rf.68NUjFyrbU9Nsyt3ikas.jpg,512,512,car,0,224,23,265
1478020650710690845_jpg.rf.68NUjFyrbU9Nsyt3ikas.jpg,512,512,trafficLight-RedLeft,18,160,30,193
1478020650710690845_jpg.rf.68NUjFyrbU9Nsyt3ikas.jpg,512,512,biker,90,219,103,255
1478020650710690845_jpg.rf.68NUjFyrbU9Nsyt3ikas.jpg,512,512,car,110,217,151,262
1478020650710690845_jpg.rf.68NUjFyrbU9Nsyt3ikas.jpg,512,512,car,151,225,169,254
1478020650710690845_jpg.rf.68NUjFyrbU9Nsyt3ikas.jpg,512,512,car,167,224,203,260
1478020650710690845_jpg.rf.68NUjFyrbU9Nsyt3ikas.jpg,512,512,trafficLight-RedLeft,215,105,226,133
1478020650710690845_jpg.rf.68NUjFyrbU9Nsyt3ikas.jpg,512,512,trafficLight-Red,263,108,270,132
1478020650710690845_jpg.rf.68NUjFyrbU9Nsyt3ikas.jpg,512,512,trafficLight-Red,309,115,317,135
1478020650710690845_jpg.rf.68NUjFyrbU9Nsyt3ikas.jpg,512,512,car,376,224,466,276
1478020650710690845_jpg.rf.68NUjFyrbU9Nsyt3ikas.jpg,512,512,trafficLight-Red,398,169,406,184
1478020650710690845_jpg.rf.68NUjFyrbU9Nsyt3ikas.jpg,512,512,car,489,216,511,244
1478898066374363213_jpg.rf.68a03ba7e129da809911033644887012.jpg,512,512,car,32,261,77,300
1478898066374363213_jpg.rf.68a03ba7e129da809911033644887012.jpg,512,512,car,172,257,197,287
1478898066374363213_jpg.rf.68a03ba7e129da809911033644887012.jpg,512,512,truck,179,229,206,280
1478898066374363213_jpg.rf.68a03ba7e129da809911033644887012.jpg,512,512,car,212,248,238,279
1478898066374363213_jpg.rf.68a03ba7e129da809911033644887012.jpg,512,512,truck,245,222,277,274
1478898066374363213_jpg.rf.68a03ba7e129da809911033644887012.jpg,512,512,car,262,248,301,292
1478898066374363213_jpg.rf.68a03ba7e129da809911033644887012.jpg,512,512,car,314,198,471,345
1478898225764281226_jpg.rf.68a0d6b3b24a638ab6c5218c01f08a28.jpg,512,512,pedestrian,110,255,117,284
1478898225764281226_jpg.rf.68a0d6b3b24a638ab6c5218c01f08a28.jpg,512,512,car,126,261,134,270
1478898225764281226_jpg.rf.68a0d6b3b24a638ab6c5218c01f08a28.jpg,512,512,pedestrian,140,260,145,279
1478898225764281226_jpg.rf.68a0d6b3b24a638ab6c5218c01f08a28.jpg,512,512,truck,142,247,164,271
1478898225764281226_jpg.rf.68a0d6b3b24a638ab6c5218c01f08a28.jpg,512,512,car,184,254,200,275
1478898225764281226_jpg.rf.68a0d6b3b24a638ab6c5218c01f08a28.jpg,512,512,car,185,256,200,272
1478898225764281226_jpg.rf.68a0d6b3b24a638ab6c5218c01f08a28.jpg,512,512,car,201,259,221,283
1478898225764281226_jpg.rf.68a0d6b3b24a638ab6c5218c01f08a28.jpg,512,512,car,415,253,450,272
1478900285835600437_jpg.rf.68a199470ae38f90c42112b5a5ea9dde.jpg,512,512,car,44,267,107,325
1478900285835600437_jpg.rf.68a199470ae38f90c42112b5a5ea9dde.jpg,512,512,truck,139,174,512,395
1478900551485493504_jpg.rf.68a9cd65edcc0aa788fbb1108d99b27c.jpg,512,512,car,205,246,245,311
1478900551485493504_jpg.rf.68a9cd65edcc0aa788fbb1108d99b27c.jpg,512,512,car,241,263,257,296
1478900862266557548_jpg.rf.68b3f97910f054e9c49c7904b1391ab1.jpg,512,512,car,0,266,12,330
1478900862266557548_jpg.rf.68b3f97910f054e9c49c7904b1391ab1.jpg,512,512,car,25,261,106,307
1478900862266557548_jpg.rf.68b3f97910f054e9c49c7904b1391ab1.jpg,512,512,car,111,261,135,292
1478900862266557548_jpg.rf.68b3f97910f054e9c49c7904b1391ab1.jpg,512,512,pedestrian,123,242,149,323
1478900862266557548_jpg.rf.68b3f97910f054e9c49c7904b1391ab1.jpg,512,512,car,142,255,173,294
1478900862266557548_jpg.rf.68b3f97910f054e9c49c7904b1391ab1.jpg,512,512,car,157,234,256,378
1478900862266557548_jpg.rf.68b3f97910f054e9c49c7904b1391ab1.jpg,512,512,car,270,246,323,321
1478900862266557548_jpg.rf.68b3f97910f054e9c49c7904b1391ab1.jpg,512,512,car,291,248,340,330
1478900862266557548_jpg.rf.68b3f97910f054e9c49c7904b1391ab1.jpg,512,512,car,325,226,447,358
1478900862266557548_jpg.rf.68b3f97910f054e9c49c7904b1391ab1.jpg,512,512,car,391,234,511,388
1478896404492344905_jpg.rf.68e73c6406a4b37c28269296407dba7a.jpg,512,512,car,61,269,82,295
1478896404492344905_jpg.rf.68e73c6406a4b37c28269296407dba7a.jpg,512,512,car,68,275,82,294
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,car,315,240,369,276
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,car,4,257,39,303
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,car,31,257,59,294
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,car,55,254,79,293
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,car,74,240,138,312
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,trafficLight-Green,129,172,145,200
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,car,149,250,164,271
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,car,163,249,180,273
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,truck,169,206,210,286
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,car,216,235,321,339
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,car,221,240,315,324
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,trafficLight-Green,228,207,237,236
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,trafficLight-Green,230,210,237,230
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,trafficLight-Green,322,85,352,127
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,car,356,226,427,274
1478896816393078424_jpg.rf.68b44a98f7a1e4701c0aca0cadc7fcc9.jpg,512,512,car,492,209,510,276
1478732608268332754_jpg.rf.68af06bff809561f94714fb3eb9ace38.jpg,512,512,car,144,236,181,276
1478732608268332754_jpg.rf.68af06bff809561f94714fb3eb9ace38.jpg,512,512,car,228,244,242,259
1478732608268332754_jpg.rf.68af06bff809561f94714fb3eb9ace38.jpg,512,512,car,244,238,268,277
1478732608268332754_jpg.rf.68af06bff809561f94714fb3eb9ace38.jpg,512,512,car,292,232,315,271
1478900887403737871_jpg.rf.68c2c2d0f11b54d2f3c3498313761739.jpg,512,512,car,0,279,23,353
1478900887403737871_jpg.rf.68c2c2d0f11b54d2f3c3498313761739.jpg,512,512,car,46,286,75,317
1478900887403737871_jpg.rf.68c2c2d0f11b54d2f3c3498313761739.jpg,512,512,car,85,290,98,306
1478900887403737871_jpg.rf.68c2c2d0f11b54d2f3c3498313761739.jpg,512,512,car,123,247,212,370
1478900887403737871_jpg.rf.68c2c2d0f11b54d2f3c3498313761739.jpg,512,512,car,198,271,220,305
1478900887403737871_jpg.rf.68c2c2d0f11b54d2f3c3498313761739.jpg,512,512,car,199,271,222,311
1478900887403737871_jpg.rf.68c2c2d0f11b54d2f3c3498313761739.jpg,512,512,car,216,277,230,311
1478900887403737871_jpg.rf.68c2c2d0f11b54d2f3c3498313761739.jpg,512,512,car,228,274,263,319
1478900887403737871_jpg.rf.68c2c2d0f11b54d2f3c3498313761739.jpg,512,512,car,248,279,293,330
1478900887403737871_jpg.rf.68c2c2d0f11b54d2f3c3498313761739.jpg,512,512,car,279,274,350,336
1478897062619721788_jpg.rf.68ac772fb1dede5ac511d2426e29de11.jpg,512,512,car,98,262,121,293
1478897062619721788_jpg.rf.68ac772fb1dede5ac511d2426e29de11.jpg,512,512,truck,79,253,100,284
1478897062619721788_jpg.rf.68ac772fb1dede5ac511d2426e29de11.jpg,512,512,car,179,250,210,285
1478897062619721788_jpg.rf.68ac772fb1dede5ac511d2426e29de11.jpg,512,512,car,182,251,212,293
1478897062619721788_jpg.rf.68ac772fb1dede5ac511d2426e29de11.jpg,512,512,trafficLight-Red,225,190,235,219
1478897062619721788_jpg.rf.68ac772fb1dede5ac511d2426e29de11.jpg,512,512,trafficLight-Red,227,192,234,225
1478897062619721788_jpg.rf.68ac772fb1dede5ac511d2426e29de11.jpg,512,512,car,317,232,455,300
1478732018726839564_jpg.rf.68c02de2a2406fb4159bece75ef32df5.jpg,512,512,car,0,243,32,287
1478732018726839564_jpg.rf.68c02de2a2406fb4159bece75ef32df5.jpg,512,512,car,26,249,47,279
1478732018726839564_jpg.rf.68c02de2a2406fb4159bece75ef32df5.jpg,512,512,car,29,249,43,278
1478732018726839564_jpg.rf.68c02de2a2406fb4159bece75ef32df5.jpg,512,512,car,92,251,123,267
1478732018726839564_jpg.rf.68c02de2a2406fb4159bece75ef32df5.jpg,512,512,car,100,250,119,266
1478732018726839564_jpg.rf.68c02de2a2406fb4159bece75ef32df5.jpg,512,512,car,143,249,160,267
1478732018726839564_jpg.rf.68c02de2a2406fb4159bece75ef32df5.jpg,512,512,car,281,249,299,273
1478732018726839564_jpg.rf.68c02de2a2406fb4159bece75ef32df5.jpg,512,512,car,346,238,391,279
1478732018726839564_jpg.rf.68c02de2a2406fb4159bece75ef32df5.jpg,512,512,car,367,246,413,284
1478897918410836776_jpg.rf.68be6db8efaabddbb0e0e2b8560cd9c3.jpg,512,512,car,0,214,117,366
1478897918410836776_jpg.rf.68be6db8efaabddbb0e0e2b8560cd9c3.jpg,512,512,car,212,258,231,284
1478897918410836776_jpg.rf.68be6db8efaabddbb0e0e2b8560cd9c3.jpg,512,512,biker,269,250,288,308
1478897918410836776_jpg.rf.68be6db8efaabddbb0e0e2b8560cd9c3.jpg,512,512,biker,271,251,285,310
1478898326312239784_jpg.rf.68d1e82fac5c63639311a202f261808a.jpg,512,512,car,44,261,81,294
1478898326312239784_jpg.rf.68d1e82fac5c63639311a202f261808a.jpg,512,512,biker,20,264,45,301
1478898326312239784_jpg.rf.68d1e82fac5c63639311a202f261808a.jpg,512,512,pedestrian,0,264,9,303
1478898326312239784_jpg.rf.68d1e82fac5c63639311a202f261808a.jpg,512,512,pedestrian,6,264,16,302
1478898326312239784_jpg.rf.68d1e82fac5c63639311a202f261808a.jpg,512,512,pedestrian,7,266,15,302
1478898326312239784_jpg.rf.68d1e82fac5c63639311a202f261808a.jpg,512,512,car,85,229,253,440
1478898326312239784_jpg.rf.68d1e82fac5c63639311a202f261808a.jpg,512,512,trafficLight-RedLeft,139,125,149,157
1478898326312239784_jpg.rf.68d1e82fac5c63639311a202f261808a.jpg,512,512,trafficLight-Red,195,129,204,165
1478898326312239784_jpg.rf.68d1e82fac5c63639311a202f261808a.jpg,512,512,pedestrian,245,250,254,291
1478898326312239784_jpg.rf.68d1e82fac5c63639311a202f261808a.jpg,512,512,pedestrian,269,252,282,294
1478898326312239784_jpg.rf.68d1e82fac5c63639311a202f261808a.jpg,512,512,pedestrian,272,255,281,287
1478898326312239784_jpg.rf.68d1e82fac5c63639311a202f261808a.jpg,512,512,trafficLight-Red,283,193,293,225
1478898326312239784_jpg.rf.68d1e82fac5c63639311a202f261808a.jpg,512,512,pedestrian,324,226,362,360
1478898326312239784_jpg.rf.68d1e82fac5c63639311a202f261808a.jpg,512,512,car,355,243,434,294
1478898326312239784_jpg.rf.68d1e82fac5c63639311a202f261808a.jpg,512,512,car,486,255,510,291
1478897761876985218_jpg.rf.68d71c3597f9aeed37f9eeb97cc157b2.jpg,512,512,car,0,225,97,355
1478897761876985218_jpg.rf.68d71c3597f9aeed37f9eeb97cc157b2.jpg,512,512,car,88,247,148,304
1478897761876985218_jpg.rf.68d71c3597f9aeed37f9eeb97cc157b2.jpg,512,512,car,94,247,144,304
1478897761876985218_jpg.rf.68d71c3597f9aeed37f9eeb97cc157b2.jpg,512,512,car,141,241,185,298
1478897761876985218_jpg.rf.68d71c3597f9aeed37f9eeb97cc157b2.jpg,512,512,car,144,246,185,297
1478897761876985218_jpg.rf.68d71c3597f9aeed37f9eeb97cc157b2.jpg,512,512,car,182,246,213,288
1478897761876985218_jpg.rf.68d71c3597f9aeed37f9eeb97cc157b2.jpg,512,512,car,183,245,216,293
1478897761876985218_jpg.rf.68d71c3597f9aeed37f9eeb97cc157b2.jpg,512,512,car,210,258,236,288
1478897761876985218_jpg.rf.68d71c3597f9aeed37f9eeb97cc157b2.jpg,512,512,car,274,243,293,267
1478897761876985218_jpg.rf.68d71c3597f9aeed37f9eeb97cc157b2.jpg,512,512,car,292,242,313,266
1478897761876985218_jpg.rf.68d71c3597f9aeed37f9eeb97cc157b2.jpg,512,512,car,350,114,511,397
1478901320440882475_jpg.rf.68c80301c423a24b46fce5ea98b31542.jpg,512,512,truck,259,249,270,269
1478901320440882475_jpg.rf.68c80301c423a24b46fce5ea98b31542.jpg,512,512,car,0,263,15,335
1478901320440882475_jpg.rf.68c80301c423a24b46fce5ea98b31542.jpg,512,512,truck,11,235,67,279
1478901320440882475_jpg.rf.68c80301c423a24b46fce5ea98b31542.jpg,512,512,car,12,249,84,341
1478901320440882475_jpg.rf.68c80301c423a24b46fce5ea98b31542.jpg,512,512,car,63,195,229,412
1478901320440882475_jpg.rf.68c80301c423a24b46fce5ea98b31542.jpg,512,512,trafficLight,159,157,168,183
1478901320440882475_jpg.rf.68c80301c423a24b46fce5ea98b31542.jpg,512,512,trafficLight-Red,209,156,216,177
1478901320440882475_jpg.rf.68c80301c423a24b46fce5ea98b31542.jpg,512,512,trafficLight-Red,249,156,256,180
1478901320440882475_jpg.rf.68c80301c423a24b46fce5ea98b31542.jpg,512,512,pedestrian,269,254,276,290
